course_id,courses_title,courses_description,category,sub_category
2196,How to Collaborate,"In this lesson, participants will learn about collaboration, a simple process for collaborating (a condensed version of design thinking), and put that process into practice.

Learning Rubric
Beginning: Learners will be able to identify what collaboration is.
Applying: Learners will be able to identify a collaborative process.
Exemplary: Learners will be able to collaborate in teams on projects.",Social & Emotional Learning,Relationship Skills
2195,How to Communicate,"In this lesson, participants will learn what communication is, 3 ways to communicate information, and go through an activity to apply one communication method.

Learning Rubric
Beginning: Learners will understand different communication styles.
Applying: Learners will be able to apply at least 1 communication style.
Exemplary: Learners will be able to apply at least 2 communication styles.",Social & Emotional Learning,Social Awareness
2194,How to Contribute,"In this lesson, participants will learn about the idea of contribution and the importance of contributing to something larger than themselves.

Beginning: Learners will be able to identify what contribution is and why it’s important.
Applying: Learners will be able to work as a team on something larger than themselves. 
Exemplary: Learners will be able to contribute across different environments consistently.",Social & Emotional Learning,Social Awareness
540,How to: Create an Account,This course will show you how to create an account.,Archive,How To's
1135,How to Create Partner Emails,"In this lesson, let's go over how to create an email and how to send it to current partners.",_IMAGO Academy,Tutorials
971,How to Enhance a Family Routine,"In this lesson, we’ll dive into the importance of these family practices. We’ll refer to both as simply routines, but know that each serves an important purpose in the short and long term. Finally, we’ll cover some action steps you can take to create routines that’ll enhance a healthy family unit.",Family Wellness,For the Whole Family
539,How to: Enroll in a Course,This course will show students how to enroll in a Career Pillar course.,Archive,How To's
2093,How to Explore Industries,"This lesson dives into industry sectors. Participants will go through a hands-on vision board activity, guided to explore, understand, and visualize potential career paths within various industries.

Learning Rubric
Beginning: Learners will be able to identify at least 2 industry sectors
Applying: Learners will be able to identify 2 or more industries of interest
Exemplary: Learners will be able to create a career plan for 2 or more industries, pathways, or occupations of interest",Industry Exploration,Industries
1960,How to Facilitate,"In this lesson, participants will learn about three frameworks for creating an engaging learning environment and different mechanisms they can apply immediately.

Learning Rubric
Beginning: Be able to identify how to create an environment that is conducive to learning.
Applying: Be able to create an engaging learning experience using at least one educational psychology strategy.
Exemplary: Be able to create an engaging learning experience using all teaching strategies.",Up Skills,Global Awareness
3880,How to Facilitate Any Meeting,"Learners will develop facilitation skills to foster collaboration, encourage participation, and guide groups toward achieving learning goals.

Learner Rubric:

Define facilitation and its purpose.
Demonstrate understanding of three key facilitation skills and their importance for effective learning.
Apply facilitation techniques to lead meetings, workshops, or team projects successfully.",Workforce Essentials,Phase 2: Work Basics
1103,How to Give CPR,"Cardiopulmonary resuscitation, or CPR, is a lifesaving technique that's for many emergencies such as a heart attack when someone's breathing or heartbeat has stopped.  This lesson is a CRP certification prep lesson.",Workplace Skills,Health
1104,How to Give First Aid,"In this lesson, we’ll cover the steps on how to properly assess an emergency and what actions need to be taken in order to perform first aid.",Workplace Skills,Health
1036,How to Handle Peer Influence,"In this lesson, we'll identify that there are both good and bad peer influences. That there are explicit and implicit ways we can be influenced and pressured to do things. And provide some action steps you can do to avoid negative peer influence.",Social & Emotional Learning,Self-Management
1302,How to Learn,"Learners will dive into a step-by-step process that they can use to learn new knowledge and skills. They'll go through an activity with an example and be able to practice it.

Learner Rubric
Developing: Be able to define learning, associative learning, and active learning. 
Applying: Be able to define and apply an active learning process. 
Exemplary: Utilize active learning consistently across subjects and environments.

Worksheet:
drive.google.com/file/d/1kdcGSmCdqe4acPKC85U60gUENrBpYaMe",Social & Emotional Learning,Global Awareness
538,How to: Login & Assign Classes,"This course will show teachers how to log into Career Pillar, what the dashboard is, and how to assign, edit, and delete a class.",Archive,How To's
972,How to Manage Anger,In this lesson we will go over what causes anger and how we can control it in a healthy way.,Family Wellness,For the Whole Family
973,How to Manage Loneliness,"In this lesson, let’s go over two types of isolation that brings about a state of loneliness and what someone can do to feel a bit more connected.",Family Wellness,For the Whole Family
904,How to Manage Stress within the Family,"In this lesson, we’ve provided a few strategies and tools you can use with your family to identify and respond to life’s stresses – steps to ride the wave as smoothly as possible.",Archive,Mindsets
841,How To Manage Your Spending,"In this lesson, learners will be introduced to financial spending mindsets, budgeting, and the best practices for managing money.",Soft Skills,Financial Literacy
2158,How to Mentor,"This lesson delves into the essence of mentorship within a classroom setting. By understanding the core aspects of effective mentorship and reflecting on personal practices, educators can foster positive learning environments.

Learning Rubric
Beginning: Learners will be able to define mentorship and understand its value.
Developing: Learners will be able to identify strategies needed to be a great mentor.
Exemplary: Learners will be able to reflect and then apply strategies to motivate and mentor others.",Up Skills,Relationship Skills
2191,How to Network With Strengths,"Learners will explore the concept of networking and recognize the individual strengths within their personal and professional network.

Learning Rubric
Beginning: Learners will be able to identify their strengths and network.
Applying: Learners will be able to identify others’ strengths.
Exemplary: Learners will understand why it's important to grow a network and how to use people's strengths.",Social & Emotional Learning,Social Awareness
842,How to Pay for College,"In this lesson, learners will be given information on the ways to pay for college and the differences between each, e.g., FAFSA, federal work study, grants, scholarships, and loans.",Soft Skills,Financial Literacy
1334,How to Prioritize,"In this lesson, we'll dive into the differences between consequential and urgent tasks and how to prioritize them.

Learner Rubric
Developing: Define what prioritizing is and why it's important.
Applying: Identify and utilize a process for prioritizing. 
Exemplary: Apply prioritizing process on a weekly or monthly basis.

Worksheet
https://drive.google.com/file/d/1gSpOOnUZNOscdiy2G84EKG0XwfsWzFsf/view",Social & Emotional Learning,Ethical Decision Maker
3907,How to Problem Solve With Data,"Learners will develop numeracy and data analysis skills to support decision-making and workplace efficiency.

Learner Rubric

Understand the role of numeracy and data in decision-making, problem-solving, and process improvement.
Demonstrate proficiency in interpreting and analyzing numerical data, including charts, graphs, and reports.
Apply data analysis techniques to identify trends, make informed decisions, and contribute to organizational success.",Workforce Essentials,Phase 4: Professional Application
2193,How to Produce,"In this lesson, participants will learn about producing and what it takes to produce something by setting a goal, creating milestones, setting deadlines, and persevering through challenges.

Beginning: Learners will be able to define what produce is.
Applying: Learners will be able to define a production process.
Exemplary: Learners will be able to apply the production process across a variety of places and problems.",Social & Emotional Learning,Self-Management
4106,How to Receive Feedback,"Learners will explore the importance of constructive feedback and how it contributes to personal growth and team improvement. They will practice techniques receiving feedback effectively to foster a productive work environment.

Learner Rubric

Understand the role of feedback in improving workplace performance.
Explain the process of receiving constructive feedback, focusing on clarity, respect, and actionable suggestions.
Apply feedback strategies in real workplace scenarios to foster collaboration and enhance team performance.",Workforce Essentials,Phase 2: Work Basics
1432,How to Relax,"In this lesson, participants will be able to identify signs of stress and utilize a relaxation technique to manage it.

Learning Rubric
Developing: Ability to define what stress is.
Applying: Ability to identify one's stress and a process for addressing it.
Exemplary: Ability to consistently apply a relaxation technique for one's stress in different environments.",Social & Emotional Learning,Self-Management
1994,How to Select a College,"In this lesson, learners will go through the critical process of researching and choosing a college that fits their unique needs and goals, and consider selection factors such as cost, location, offered majors, and campus environment.

Learning Rubric
Beginning: Learners will be able to know how to select a college.
Applying: Learners will be able to identify at least 1 college they’re interested in.
Exemplary:  Learners will be able to identify at least 2 colleges they’re interested in.",Academic Planning,Planning
1995,How to Select a Major,"In this lesson, participants will learn about the significance of choosing a college major, how it can influence their future career paths, and how personal interests, skills, and motivations can guide their decision-making process.

Learning Rubric:
Beginning: Learners will know how to select a major.
Applying: Learners will be able to identify a list of majors.
Exemplary: Learners will be able to narrow down majors or help others identify a list.",Academic Planning,Planning
3909,How to Solve a Conflict,"Learners will understand how to manage and resolve conflicts to maintain a positive and productive work environment. They will explore techniques for addressing disputes and apply strategies to reach mutually beneficial solutions.

Learner Rubric:
Understand the causes and impact of workplace conflicts, and the importance of timely and effective conflict resolution.
Explain the key steps in resolving conflicts, including active listening, empathy, and negotiation techniques.
Apply conflict resolution strategies to real workplace scenarios.",Workforce Essentials,Phase 4: Professional Application
863,How to Submit Payroll,Learn how to use EasyClocking to submit payroll for employees.,_IMAGO Academy,Operations
2224,How to Think,"In this lesson, participants will learn about thinking, the process of thinking, and how it can be applied to come up with ideas.

Beginning: Learners will be able to define what thinking is.
Applying: Learners will be able to define a process of thinking.
Exemplary: Learners will be able to apply the process of thinking across a variety of places and problems.",Social & Emotional Learning,Ethical Decision Maker
1105,How to Use an AED,What are automatic external defibrillators – AEDs? They’re used to revive someone from sudden cardiac arrest. This lesson will review how to use AEDs in combination with CPR.,Workplace Skills,Health
856,How to Use Good Body Mechanics,"In this lesson, we'll cover how you should and shouldn’t lift objects, tips on how to stand and walk for long periods of time, and proper posture for sitting and driving.",Workplace Skills,Custodial
828,How to Use Google Sites,Learners will be able to use Google Sites to create webpages.,Tech Skills,Software
1069,How to Write a Thank You Note,"In this lesson, learners will understand why giving gratitude is important and how to write a thank you note. Participants will be given a step-by-step guide to write a thank you note from the introduction, to the body paragraph, and the closing. Additionally, we provide life-pro-tips when it comes to writing thank you notes.",Soft Skills,Behaviors
782,Hygiene,Hygiene is a set of behaviors and routines to prevent illness and promote health.,Soft Skills,Self-Care
1108,Identifying Signature Strengths,"In this lesson, let’s help you identify a couple of signature strengths, how to build them, and how you can use them to create a good life.",Social & Emotional Learning,Self-Awareness
3643,Imago in Numbers 202409,"Data insights focusing on partner engagement and student learning outcomes:

1. Although the number of active partners hit a 6-year low, completion rates remained strong, indicating deeper engagement.
2. Data trends from partner performance, completion patterns, and website bot usage reveal opportunities to optimize training timing and windows.
3. A case study with Madera Unified shows significant learning gains across lessons.",Archive,Other
3214,Imago Way: Know Your Audience,"In this supporting video, learn how understanding your audience more deeply can improve the engagement factor of your presentations.  Tips and example techniques are discussed.",Leadership Series,Facilitator's Edge
3148,Imago Way: Presentation Tips Engagement,This lesson details several tips to make your presentations more engaging.,Leadership Series,Facilitator's Edge
3346,Imago Way:  Training,"At the end of this training, participants will walk away with a better understanding of how to facilitate the Imago Way workshop.

Click on Train the Trainer presentations link for Facilitator's Edge, formally the Imago Way, here:

https://docs.google.com/presentation/d/1Aq0EEstkX6aODwnC8iU0X4AiwbXKuVj3AW0JyomTObs/edit#slide=id.g30d7dfef107_0_0

Make a copy of the presentation. This recording is slightly different than digital training lesson.",Leadership Series,Facilitator's Edge
2587,Imago Workforce Post Assessment,"This assessment evaluates team dynamics, cultural awareness, and professional etiquette within a workplace context. It presents various scenarios to analyze and address communication barriers, inclusivity, conflict resolution, and effective project management strategies.",Resources,Workforce
2554,Imago Workforce Pre Assessment,"This assessment evaluates team dynamics, cultural awareness, and professional etiquette within a workplace context. It presents various scenarios to analyze and address communication barriers, inclusivity, conflict resolution, and effective project management strategies.",Resources,Workforce
1993,Importance of Attendance,"Learners will understand the importance of school attendance and its influence on academic and personal growth. The lesson covers the distinction between excused and unexcused absences, and explains their potential impacts.

Learning Rubric
Beginning: Learners will understand what excused and unexcused absences are and why attendance is important.
Applying: Learners will identify both excused and unexcused absences for themselves.
Exemplary: Learners will be more likely to attend class.",Academic Planning,Planning
1861,Inclusive Daily Work,"Participants will learn about the importance of diversity and inclusion in the workplace and go over actionable steps for combating microaggressions to foster a more inclusive environment.

Learning Rubric
Beginning: Participants will be able to define inclusivity.
Developing: Participants will know how to embrace inclusivity.
Exemplary: Participants will be able to identify inclusive behaviors and build habits to promote inclusivity at work.",Up Skills,Social-Awareness
751,Industry Lessons - Educator Introduction,"Learn about the content and structure of our Industries lessons, as well as materials provided to support you and your learners.",Industry Exploration,Introduction
752,Industry Lessons - Learner Introduction,"Designed as an introduction to our industries package, this lesson helps learners reflect on what they're interested in, what they already know about the Industry sectors, and why it's important to expand our knowledge of them.",Industry Exploration,Introduction
675,Information & Communication Technology,You will learn how the information and communication industry sector impacts our community and the world as a whole.  This lesson will cover a short history and show examples of what the information and communication industry sector provides the world.,Industry Exploration,Industries
757,"Information, Communication, & Technology (PRJUSD)",Local spotlight lessons on Paso Robles Joint Unified School District Pathways.,Local Paths,Paso Robles Joint Unified School District
797,Interventional Radiology Technologist,Interventional radiology technologists reveal the interior of the human body using specialized imaging so physicians and other health-care professionals can diagnose and treat medical conditions.,Career Dives,Health Science & Medical Technology
25,Interviewing Appearance & Hygiene,"Leaving a lasting first impression is critical if you want to move to the next level in the interview process.  Learn the basics regarding your appearance, hygiene, body language and verbal communications.",Work Skills,Best Impressions
30,Interviewing Body Language,Experts estimate that words express only thirty to thirty-five percent of what people actually communicate.  People subconsciously interpret the way you move and hold your body; they use this information to understand you.,Work Skills,Best Impressions
26,Interviewing Verbal Communication,"Leaving a lasting first impression is critical if you want to move to the next level in the interview process.  Learn the basics regarding your appearance, hygiene, body language and verbal communications.",Work Skills,Best Impressions
848,Introduction to Design Thinking for PLCs,"Design thinking refers to the cognitive, strategic and practical processes by which design concepts (proposals for new products and services) are developed. Many of the key concepts and aspects of design thinking have been identified through studies, across different design domains, of design cognition and design activity in both laboratory and natural contexts. 

The purpose of this lesson is to introduce you to the process of design thinking is and how it can be applied in professional learning communities (PLCs).",Up Skills,Global Awareness
793,Introduction to Local Paths,"In this lesson, you will learn about Career Technical Education and how it helps young people learn what opportunities are available in high school.",Local Paths,Madera Unified School District
746,Introspection,"At the end of this lesson, you will understand:

• What introspection is & how it relates to your identity;
• Different ways to think about and understand who you are;
• How to use introspection for self-improvement",Social & Emotional Learning,Self-Awareness
4138,Intro to Workforce Essentials,Let's begin Workforce Essentials!,Workforce Essentials,Phase 1: Must Haves
3049,IΔO & 24/7: Applications for IΔO,"In this supporting video, explore and learn applications of the IΔO fast feedback tool.  Real-world examples from work, social and family situations are highlighted.",Leadership Series,"Everyday Leadership Tools (Goatrace, IΔO & 24/7)"
3082,IΔO & 24/7: Examples of 24-7,This supporting video covers several real-world examples of 24-7 feedback tool in action.,Leadership Series,"Everyday Leadership Tools (Goatrace, IΔO & 24/7)"
2753,IΔO & 24/7: Overview of IΔO & 24/7,"This video introduces two powerful management tools:  IΔO & 24/7

Imago’s fast-feedback tool (I∆O) can be used after any experience to foster a culture of learning and improvement.   24/7 improves equity of voice and encourages succinct communication",Leadership Series,"Everyday Leadership Tools (Goatrace, IΔO & 24/7)"
3544,IΔO and 24/7 Training,"At the end of this training, participants will walk away with a better understanding of how to facilitate the IΔO and 24/7 workshop.

Click on Train the Trainer presentations folder link for IΔO and 24/7 here:
https://drive.google.com/drive/u/0/folders/1R3FWIAm0e2UFPLpqZLzwtSJ_QYCHUAal

Make a copy of the presentation and follow along while watching the digital training lesson.",Leadership Series,"Everyday Leadership Tools (Goatrace, IΔO & 24/7)"
873,Kitchen Cleaning,"A kitchen is a major area for germs and bacteria to develop, contaminate food and spread. Some may lead to serious health issues. Because of this, keeping kitchens clean will decrease the risk of illnesses. In this lesson, we’ll cover kitchen cleaning procedures and the equipment you’ll need.",Workplace Skills,Custodial
798,Lab Assistant CPT,"Lab assistants perform tests on samples, assisted by medical laboratory assistants, and send the results back to physicians who can determine a diagnosis.",Career Dives,Health Science & Medical Technology
3910,Leadership Qualities,"This lesson aims to provide adults with a comprehensive understanding of key leadership qualities, emphasizing the importance of vision, inspiration, communication, trust, openness, and being results-oriented.

Learner Rubric:

Identify the qualities of a leader. 
Identify why and when each quality is most important.
Identify what they’re strengths and weaknesses are in relation to the qualities.",Workforce Essentials,Phase 4: Professional Application
3016,Leading the FoW: A Routine for Continuous Improvement,"In this supporting video, understand the importance of continuous improvement for leadership and learn an exercise to help consistently apply to areas critical for leaders.",Leadership Series,Leading the Future of Work
2752,Leading the FoW: Leadership Truths and Misconceptions,"Explore leadership truths and misconceptions in this supporting video.

Five leadership misconceptions are discussed providing examples of actual leadership qualities for each.",Leadership Series,Leading the Future of Work
2754,Leading the FoW: Qualities of a Leader,"In this supporting video, learn the qualities of a leader.  The VICTOR framework for leadership is introduced and these leadership qualities explored.",Leadership Series,Leading the Future of Work
3183,Leading the FoW: Series Overview,This video introduces the Leadership Series and provides a brief description for each workshop in the series.,Leadership Series,Leading the Future of Work
3577,Leading the Future of Work - Training,"At the end of this training, participants will walk away with a better understanding of how to facilitate the Leading the Future of Work workshop.

Click on Train the Trainer presentation folder link for Leading the Future of Work here:
https://drive.google.com/drive/u/0/folders/1YEHumH79AG8UmhiG7rBas2uScwVvn2KV

Handouts and Key Takeaways:
https://drive.google.com/drive/u/0/folders/1YEHumH79AG8UmhiG7rBas2uScwVvn2KV

Make a copy of the presentation and follow along while watching the digital training lesson.",Leadership Series,Leading the Future of Work
1268,Lesson - 30 July,Lesson - 30 July,Archive,Other
432,Leveraging Conferences & Career Fair Tactics,Proper networking is one of the most critical components of a job search and without it you are at a significant disadvantage.,Work Skills,Job Search
799,Licensed Acupuncturist,"Acupuncture focuses on energy, or Qi, instead of the biological and chemical processes of the human body. They use tools such as needles, cups, ear balls among other things.",Career Dives,Health Science & Medical Technology
762,Licensed Clinical Social Worker,"Most of the time, medical and public health social workers work for government agencies. They must be concerned with the general well-being of communities. Social workers in this field might deal with communities of different sizes. They can work for cities, small towns, states, or the federal government. They must make sure that that the community they serve has adequate health information. They make sure that the entire community has necessary tools to make informed health decisions. They must have thorough knowledge in scientific, social, and health issues.",Career Dives,Health Science & Medical Technology
3911,Lifelong Learner,"In this lesson learners will understand the importance of continuous professional growth. They will reflect on their current skills, create a personalized learning plan, and take the first steps toward achieving their long-term career goals.

Learner Rubric:

Identify areas for professional growth by reflecting on their current skillset.
Develop a personalized learning plan by setting a timeline for acquiring new skills that align with their career objectives.
identify where to start accomplishing their personalized learning plan.",Workforce Essentials,Phase 4: Professional Application
649,Lifelong Learning,"At the end of this lesson, you will understand:

• The value of realizing that there is always more you can learn;
• How the human brain is hardwired to learn;
• How to engage in lifelong learning",Social & Emotional Learning,Global Awareness
866,Locker & Shower Room Cleaning & Disinfecting,"Locker rooms can be a breeding ground for various types of fungi, bacteria, and viruses. If a locker room has a shower, its surfaces can attract mildew spores, bacteria, and grime. Because of this, routine cleaning is necessary to protect students and teachers. In this lesson, we’ll cover locker and shower room cleaning processes.",Workplace Skills,Custodial
1267,Maintance,Test,Archive,Other
4699,Making Choices,"Students will learn that every choice they make has consequences—some immediate, some long-term. This lesson will help them understand how to make thoughtful decisions and consider how repeated choices shape their future.

Learners Rubric:
Understand how repeated choices can influence their goals, habits, and life direction.
Define the steps involved in making a thoughtful and informed choice.
Identify short-term and long-term consequences of different decisions in real-life scenarios.",Life Ready Skills,Well Being and Decision Making
975,Managing Family Stress,"In this lesson, we’ve provided a few strategies and tools you can use with your family to identify and respond to life’s stresses – steps to ride the wave as smoothly as possible.",Family Wellness,For Adults
296,Manipulating Job Boards,Job seekers can utilize job board services for free including searching available jobs and uploading a resume for employers to view.,Work Skills,Job Search
1498,Manufacturing (MUSD),"In this lesson, students will learn about the Manufacturing Pathway. Specifically, what the pathway is about, what students will learn, who can benefit from this pathway, and what tangible things students can takeaway after they complete the pathway.",Local Paths,Madera Unified School District
734,Manufacturing & Product Development (MUSD),Local spotlight lessons on Madera Unified School District Pathways.,Local Paths,Madera Unified School District
674,Manufacturing & Production,You will learn how the manufacturing and production industry sector impacts our community and the world as a whole.  This lesson will cover a short history and show examples of what the manufacturing and production industry sector provides the world.,Industry Exploration,Industries
3445,Mapping Support Network: Training,"At the end of this training, participants will walk away with a better understanding of how to facilitate the Mapping Your Support Network workshop.

Click on Train the Trainer presentations link for Mapping Your Support Network here:
https://drive.google.com/drive/u/0/folders/1QrmAwYCfV6osgRMqAt9IFeiM-H1ZFSUv

Handouts and Key Takeaways: 
https://drive.google.com/drive/u/0/folders/1QrmAwYCfV6osgRMqAt9IFeiM-H1ZFSUv

Make a copy of the presentation and follow along while watching the digital training lesson.",Leadership Series,Mapping your support network
2755,Mapping your Support Network: Types of Networks,"In this supporting video, learn the different types of support a network can provide.

Explore these 4 different types of support and how they contribute in your network.",Leadership Series,Mapping your support network
2756,Mapping your Support Network: Visualizing Your Network,"Learn how to visualize your support network in this supporting video.

Explore a technique to assess effectiveness and identify areas for improvement in terms of depth, diversity and closeness in your network.",Leadership Series,Mapping your support network
2757,Mapping your Support Network: Ways to Grow your Network,"In this supporting video, you will learn techniques to expand your network and strengthen connections.",Leadership Series,Mapping your support network
739,"Marketing, Sales, & Service (MUSD)",Local spotlight lessons on Madera Unified School District Pathways.,Local Paths,Madera Unified School District
676,"Marketing, Sales, & Services","You will learn how the marketing, sales and service industry sector impacts our community and the world as a whole.  This lesson will cover a short history and show examples of what the marketing, sales and service industry sector provides the world.",Industry Exploration,Industries
857,Material Safety Data Sheet,"This lesson will focus specifically on the handbook’s Material Safety Data Sheets (MSDS). In this lesson, we will cover the purpose and use of the MSDS to ensure one's safety when handling materials.",Workplace Skills,Custodial
1109,Math 01: Whole Numbers,"In this lesson, we will cover what whole numbers are. In mathematics, they are the basic counting numbers 0, 1, 2, 3, 4, 5, 6, … and so on. They include natural numbers that begin from 1 onwards and 0.",Core Skills,Math
1110,Math 02: Adding and Subtracting Fractions,"Example-based math lesson on ""Adding and Subtracting Fractions"".",Core Skills,Math
1111,Math 03: Multiplying & Dividing Fractions,"Example-based math lesson on ""Multiplying and Dividing Fractions"".",Core Skills,Math
1112,Math 04: Adding and Subtracting Decimals,"Example-based math lesson on ""Adding and Subtracting Decimals"".",Core Skills,Math
1113,Math 05: Multiplying and Dividing Decimals,"Example-based math lesson on ""Multiplying and Dividing Decimals"".",Core Skills,Math
1114,Math 06: Integers,"Example-based math lesson on ""Integers"".",Core Skills,Math
1115,Math 07: Rational Numbers,"Example-based math lesson on ""Rational Numbers"".",Core Skills,Math
1116,Math 08: Exponents,"Example-based math lesson on ""Exponents"".",Core Skills,Math
1117,Math 09: Algebra Essentials,"Example-based math lesson on ""Algebra Essentials"".",Core Skills,Math
1118,"Math 10: Equations, Formulas, and Inequalities","Example-based math lesson on ""Equations, Formulas, and Inequalities"".",Core Skills,Math
1119,Math 11: Percents,"Example-based math lesson on ""Percents"".",Core Skills,Math
1120,Math 12: Plane Geometry,"Example-based math lesson on ""Plane Geometry"".",Core Skills,Math
1121,Math 13: Geometry: Volume of Solids,"In this lesson, we'll cover how to calculate the volume of solids in geometry. The volume of a solid is the measure of how much space an object takes up. It is measured by the number of unit cubes it takes to fill up the solid.",Core Skills,Math
1122,Math 14: Using Tape Measures & Protractors,"Example-based math lesson on ""Using Tape Measures & Protractors"".",Core Skills,Math
1123,Math 15: Statistics: Graphs,"Example-based math lesson on ""Statistics: Graphs"".",Core Skills,Math
1124,Math 16: Statistics: Measures of Central Tendency,"In this lesson, we'll cover the measures of central tendency. In statistics, a central tendency is a central or typical value for a probability distribution. It may also be called a center or location of the distribution. Colloquially, measures of central tendency are often called averages.",Core Skills,Math
1125,Math 17: Statistics: Measures of Dispersion,"Example-based math lesson on ""Statistics: Measures of Dispersion"".",Core Skills,Math
55,Maximizing Your Personal Network,Your personal network will be the starting point for developing your networking starategy.,Work Skills,Job Search
768,Medical Assistant,"A medical assistant is an allied health professional that supports the work of physicians and other health professionals, usually in a clinic setting. They perform routine tasks and procedures such as measuring patients' vital signs, administering medications and injections, recording information in medical recordkeeping systems, preparing and handling medical instruments and supplies, and collecting and preparing specimens of bodily fluids and tissues for laboratory testing.",Career Dives,Health Science & Medical Technology
1203,Medium & Heavy Duty Transportation (MUSD),"In this pathway, students engage in learning that focus on the Medium and Heavy Duty Transportation industry. Students learn about topics like how to be a mechanic, how to utilize different mechanical tools for vehicle maintenance, and learning the differences and similarities between trucks and cars.",Local Paths,Madera Unified School District
3912,Meeting Participation,"Learners will understand the purpose of work meetings and develop skills to prepare, engage, and contribute professionally, enhancing collaboration and outcomes.

Learner Rubric:

Recognize how meetings support teamwork and decision-making.
Demonstrate skills like preparedness, participation, and professional communication.
Apply strategies for effective engagement to improve team dynamics and productivity.",Workforce Essentials,Phase 2: Work Basics
1201,Mental and Behavioral Health (MUSD),"In this pathway, students engage in learning that focus on the Mental and Behavioral Health industry. Students learn about topics like human psychology, how the brain works, how to address behavioral and mental health challenges, and how to become psychologists, social workers, therapists, and psychiatrists.",Local Paths,Madera Unified School District
1927,Mental Health Resources,"In this lesson, participants will learn about mental health and what resources are available. They will also explore common mental health challenges and understand the importance of seeking help.

Learning Rubric
Beginner: Be able to identify mental health resources.
Applying: Know where and how to reach out to mental health resources.
Exemplary: Be able to share mental health resources with others.",Resources,Education
976,Navigating Grief,"In this lesson, we’ll cover why we grieve, how long it takes to grieve, and things we can do during this time.",Family Wellness,For Adults
792,Networking,You will learn how to network and what questions to ask when networking.,Soft Skills,Behaviors
2290,Networking Over Email,"This lesson plan guides learners through the importance of networking and provides a step-by-step tutorial on crafting a meaningful networking email. By the end, students will understand the value of staying connected and how to effectively communicate their gratitude and intentions.

Learning Rubric
Beginning: Learners will know about the different parts of a gratitude email.
Applying: Learners will be able to write a gratitude email.
Exemplary: Learners will be able to write a gratitude email with a call to action (CTA).",Work Skills,Professional Development
783,New - Mindset Lesson,Mindset Lesson,Archive,Mindsets
759,Nurse Anesthetist,"Nurse anesthetists monitor people's vital signs, oversee their recovery from anesthesia, and assist anesthesiologists, surgeons, dentists, or other physicians. In practice, anesthesia is a way to control pain by inducing a state sensation or awareness loss.",Career Dives,Health Science & Medical Technology
767,Nurse Practitioner,Nurse practitioners are healthcare professionals educated and trained to provide health promotion and maintenance through the diagnosis and treatment of acute illness and chronic conditions.,Career Dives,Health Science & Medical Technology
855,Occupational Safety & Health Administration,"In this lesson, we’ll cover safety practices regarding equipment you might use as well as how to protect yourself from injury when handling materials.",Workplace Skills,Custodial
851,Online Learning Environment,"In this lesson, participants will learn how to structure an impactful online learning environment. Participants will learn about the preparation needed for online instruction. This lesson focuses on setting the stage for students and parents, why it's important to stay connected with other educators, and how to start assessing students in an online environment.",Up Skills,Global Awareness
639,Organization,"At the end of this lesson, you will understand:

• The purpose & value of organization;
• How the way you organize information affects communication & interpretation;
• The different ways to organize & how to select the best approach for your needs",Social & Emotional Learning,Self-Management
1106,OSHA-10 Certification,"In this course, we’ll provide ways to prevent each hazard, real-world scenarios of how fatalities can occur, and what could be done to prevent them.",Workplace Skills,Operations
388,Overcoming a Criminal Background – Job Search,"Although employers have many valid reasons for being hesitant, overcoming your criminal background and landing a job are not impossible.",Work Skills,Interviewing Questions (Criminal Background)
440,Overcoming a Criminal Background – Your Answer,Overcoming your criminal background and landing a job is not impossible.,Work Skills,Interviewing Questions (Criminal Background)
2422,Parenting Skills,"This lesson guides learners through the stages of child development from infancy to teenage years, emphasizing effective communication and positive discipline strategies at each stage, with a focus on fostering strong, healthy adults.

Learning Rubric
Beginner: Learners will be able to identify the key characteristics of each child development stage.
Applying: Learners will be able to apply appropriate communication strategies for different development stages.
Exemplary: Learners will be able to demonstrate and model positive discipline.",Family Wellness,For the Whole Family
513,Pathways Action Plan – Agriculture & Natural Resources (LBUSD),"In this Action Plan segment, students will explore career possibilities with levels of education, and consider activities they can start right away to further prepare for a successful career in Agriculture & Natural Resources",Custom Career Pathway,Action Plan (LBUSD)
527,Pathways Action Plan – Agriculture & Natural Resources (VUSD),"In this Action Plan segment, students will explore career possibilities with levels of education, and consider activities they can start right away to further prepare for a successful career in Agriculture & Natural Resources",Custom Career Pathway,Action Plan (VUSD)
514,"Pathways Action Plan – Arts, Media, & Entertainment (LBUSD)","In this Action Plan segment, students will explore career possibilities with levels of education, and consider activities they can start right away to further prepare for a successful career in Arts, Media, & Entertainment.",Custom Career Pathway,Action Plan (LBUSD)
528,"Pathways Action Plan – Arts, Media, & Entertainment (VUSD)","In this Action Plan segment, students will explore career possibilities with levels of education, and consider activities they can start right away to further prepare for a successful career in Arts, Media, & Entertainment.",Custom Career Pathway,Action Plan (VUSD)
515,Pathways Action Plan – Building Trades & Construction (LBUSD),"In this Action Plan segment, students will explore career possibilities with levels of education, and consider activities they can start right away to further prepare for a successful career in Building Trades & Construction.",Custom Career Pathway,Action Plan (LBUSD)
529,Pathways Action Plan – Building Trades & Construction (VUSD),"In this Action Plan segment, students will explore career possibilities with levels of education, and consider activities they can start right away to further prepare for a successful career in Building Trades & Construction.",Custom Career Pathway,Action Plan (VUSD)
